Time,AI6
2019-11-05 13:48:35,89
2019-11-05 13:48:36,89
2019-11-05 13:48:37,89
2019-11-05 13:48:38,89
2019-11-05 13:48:39,89
2019-11-05 13:48:40,89
2019-11-05 13:48:41,89
2019-11-05 13:48:42,89
2019-11-05 13:48:43,89
2019-11-05 13:48:44,89
2019-11-05 13:48:45,89
2019-11-05 13:48:46,89
2019-11-05 13:48:47,89
2019-11-05 13:48:48,89
2019-11-05 13:48:49,89
2019-11-05 13:48:50,89
2019-11-05 13:48:51,89
2019-11-05 13:48:52,89
2019-11-05 13:48:53,89
2019-11-05 13:48:54,89
2019-11-05 13:48:55,89
2019-11-05 13:48:56,89
2019-11-05 13:48:57,89
2019-11-05 13:48:58,89
2019-11-05 13:48:59,89
2019-11-05 13:49:00,89
2019-11-05 13:49:01,89
2019-11-05 13:49:02,89
2019-11-05 13:49:03,89
2019-11-05 13:49:04,89
2019-11-05 13:49:05,89
2019-11-05 13:49:06,89
2019-11-05 13:49:07,89
2019-11-05 13:49:08,89
2019-11-05 13:49:09,89
2019-11-05 13:49:10,89
2019-11-05 13:49:11,89
2019-11-05 13:49:12,89
2019-11-05 13:49:13,89
2019-11-05 13:49:14,89
2019-11-05 13:49:15,89
2019-11-05 13:49:16,89
2019-11-05 13:49:17,89
2019-11-05 13:49:18,89
2019-11-05 13:49:19,89
2019-11-05 13:49:20,89
2019-11-05 13:49:21,89
2019-11-05 13:49:22,89
2019-11-05 13:49:23,89
2019-11-05 13:49:24,89
2019-11-05 13:49:25,89
2019-11-05 13:49:26,89
2019-11-05 13:49:27,89
2019-11-05 13:49:28,89
2019-11-05 13:49:29,89
2019-11-05 13:49:30,89
2019-11-05 13:49:31,89
2019-11-05 13:49:34,89
2019-11-05 13:49:35,89
2019-11-05 13:49:36,89
2019-11-05 13:49:37,89
2019-11-05 13:49:38,89
2019-11-05 13:49:39,89
2019-11-05 13:49:40,89
2019-11-05 13:49:41,89
2019-11-05 13:49:42,89
2019-11-05 13:49:43,89
2019-11-05 13:49:44,89
2019-11-05 13:49:46,89
2019-11-05 13:49:47,89
2019-11-05 13:49:48,89
2019-11-05 13:49:49,89
2019-11-05 13:49:50,89
2019-11-05 13:49:51,89
2019-11-05 13:49:52,89
2019-11-05 13:49:53,89
2019-11-05 13:49:54,89
2019-11-05 13:49:55,89
2019-11-05 13:49:56,89
2019-11-05 13:49:57,89
2019-11-05 13:49:58,89
2019-11-05 13:49:59,89
2019-11-05 13:50:00,89
2019-11-05 13:50:01,89
2019-11-05 13:50:02,89
2019-11-05 13:50:03,89
2019-11-05 13:50:04,89
2019-11-05 13:50:05,89
2019-11-05 13:50:06,89
2019-11-05 13:50:07,89
2019-11-05 13:50:08,89
2019-11-05 13:50:09,89
2019-11-05 13:50:10,89
2019-11-05 13:50:11,89
2019-11-05 13:50:12,89
2019-11-05 13:50:13,89
2019-11-05 13:50:14,89
2019-11-05 13:50:15,89
2019-11-05 13:50:16,89
2019-11-05 13:50:17,89
2019-11-05 13:50:18,89
2019-11-05 13:50:19,89
2019-11-05 13:50:20,89
2019-11-05 13:50:21,89
2019-11-05 13:50:22,89
2019-11-05 13:50:23,89
2019-11-05 13:50:24,89
2019-11-05 13:50:25,89
2019-11-05 13:50:26,89
2019-11-05 13:50:27,89
2019-11-05 13:50:28,89
2019-11-05 13:50:29,89
2019-11-05 13:50:30,89
2019-11-05 13:50:31,89
2019-11-05 13:50:32,89
2019-11-05 13:50:33,89
2019-11-05 13:50:34,89
2019-11-05 13:50:35,89
2019-11-05 13:50:36,89
2019-11-05 13:50:37,89
2019-11-05 13:50:38,89
2019-11-05 13:50:39,89
2019-11-05 13:50:40,89
2019-11-05 13:50:41,89
2019-11-05 13:50:42,89
2019-11-05 13:50:43,89
2019-11-05 13:50:44,89
2019-11-05 13:50:45,89
2019-11-05 13:50:46,89
2019-11-05 13:50:47,89
2019-11-05 13:50:48,89
2019-11-05 13:50:49,89
2019-11-05 13:50:50,89
2019-11-05 13:50:51,89
2019-11-05 13:50:52,89
2019-11-05 13:50:53,89
2019-11-05 13:50:54,89
2019-11-05 13:50:55,89
2019-11-05 13:50:56,89
2019-11-05 13:50:57,89
2019-11-05 13:50:58,89
2019-11-05 13:50:59,89
2019-11-05 13:51:00,89
2019-11-05 13:51:01,89
2019-11-05 13:51:02,89
2019-11-05 13:51:03,89
2019-11-05 13:51:04,89
2019-11-05 13:51:05,89
2019-11-05 13:51:06,89
2019-11-05 13:51:07,89
2019-11-05 13:51:08,89
2019-11-05 13:51:09,89
2019-11-05 13:51:10,89
2019-11-05 13:51:11,89
2019-11-05 13:51:12,89
2019-11-05 13:51:13,89
2019-11-05 13:51:14,89
2019-11-05 13:51:15,89
2019-11-05 13:51:16,89
2019-11-05 13:51:17,89
2019-11-05 13:51:18,89
2019-11-05 13:51:19,89
2019-11-05 13:51:20,89
2019-11-05 13:51:21,89
2019-11-05 13:51:22,89
2019-11-05 13:51:23,89
2019-11-05 13:51:24,89
2019-11-05 13:51:25,89
2019-11-05 13:51:26,89
2019-11-05 13:51:27,89
2019-11-05 13:51:28,89
2019-11-05 13:51:29,89
2019-11-05 13:51:30,89
2019-11-05 13:51:31,89
2019-11-05 13:51:32,89
2019-11-05 13:51:33,89
2019-11-05 13:51:34,89
2019-11-05 13:51:35,89
2019-11-05 13:51:36,89
2019-11-05 13:51:37,89
2019-11-05 13:51:38,89
2019-11-05 13:51:39,89
2019-11-05 13:51:40,89
2019-11-05 13:51:41,89
2019-11-05 13:51:42,89
2019-11-05 13:51:43,89
2019-11-05 13:51:44,89
2019-11-05 13:51:45,89
2019-11-05 13:51:46,89
2019-11-05 13:51:47,89
2019-11-05 13:51:48,89
2019-11-05 13:51:49,89
2019-11-05 13:51:50,89
2019-11-05 13:51:51,89
2019-11-05 13:51:52,89
2019-11-05 13:51:53,89
2019-11-05 13:51:54,89
2019-11-05 13:51:55,89
2019-11-05 13:51:56,89
2019-11-05 13:51:57,89
2019-11-05 13:51:58,89
2019-11-05 13:51:59,89
2019-11-05 13:52:00,89
2019-11-05 13:52:01,89
2019-11-05 13:52:02,89
2019-11-05 13:52:03,89
2019-11-05 13:52:04,89
2019-11-05 13:52:05,89
2019-11-05 13:52:06,89
2019-11-05 13:52:07,89
2019-11-05 13:52:08,89
2019-11-05 13:52:09,89
2019-11-05 13:52:10,89
2019-11-05 13:52:11,89
2019-11-05 13:52:12,89
2019-11-05 13:52:13,89
2019-11-05 13:52:14,89
2019-11-05 13:52:15,89
2019-11-05 13:52:16,89
2019-11-05 13:52:17,89
2019-11-05 13:52:18,89
2019-11-05 13:52:19,89
2019-11-05 13:52:20,89
2019-11-05 13:52:21,89
2019-11-05 13:52:22,89
2019-11-05 13:52:23,89
2019-11-05 13:52:24,89
2019-11-05 13:52:25,89
2019-11-05 13:52:26,89
2019-11-05 13:52:27,89
2019-11-05 13:52:28,89
2019-11-05 13:52:29,89
2019-11-05 13:52:30,89
2019-11-05 13:52:31,89
2019-11-05 13:52:32,89
2019-11-05 13:52:33,89
2019-11-05 13:52:34,89
2019-11-05 13:52:35,89
2019-11-05 13:52:36,89
2019-11-05 13:52:37,89
2019-11-05 13:52:38,89
2019-11-05 13:52:39,89
2019-11-05 13:52:40,89
2019-11-05 13:52:41,89
2019-11-05 13:52:42,89
2019-11-05 13:52:43,89
2019-11-05 13:52:44,89
2019-11-05 13:52:45,89
2019-11-05 13:52:46,89
2019-11-05 13:52:47,89
2019-11-05 13:52:48,89
2019-11-05 13:52:49,89
2019-11-05 13:52:50,89
2019-11-05 13:52:51,89
2019-11-05 13:52:52,89
2019-11-05 13:52:53,89
2019-11-05 13:52:54,89
2019-11-05 13:52:55,89
2019-11-05 13:52:56,89
2019-11-05 13:52:57,89
2019-11-05 13:52:58,89
2019-11-05 13:52:59,89
2019-11-05 13:53:00,89
2019-11-05 13:53:01,89
2019-11-05 13:53:02,89
2019-11-05 13:53:03,89
2019-11-05 13:53:04,89
2019-11-05 13:53:05,89
2019-11-05 13:53:06,89
2019-11-05 13:53:07,89
2019-11-05 13:53:08,89
2019-11-05 13:53:09,89
2019-11-05 13:53:10,89
2019-11-05 13:53:11,89
2019-11-05 13:53:12,89
2019-11-05 13:53:13,89
2019-11-05 13:53:14,89
2019-11-05 13:53:15,89
2019-11-05 13:53:16,89
2019-11-05 13:53:17,89
2019-11-05 13:53:18,89
2019-11-05 13:53:19,89
2019-11-05 13:53:20,89
2019-11-05 13:53:21,89
2019-11-05 13:53:22,89
2019-11-05 13:53:23,89
2019-11-05 13:53:24,89
2019-11-05 13:53:25,89
2019-11-05 13:53:26,89
2019-11-05 13:53:27,89
2019-11-05 13:53:28,89
2019-11-05 13:53:29,89
2019-11-05 13:53:30,89
2019-11-05 13:53:31,89
2019-11-05 13:53:32,89
2019-11-05 13:53:33,89
2019-11-05 13:53:34,89
2019-11-05 13:53:35,89
2019-11-05 13:53:36,89
2019-11-05 13:53:37,89
2019-11-05 13:53:38,89
2019-11-05 13:53:39,89
2019-11-05 13:53:40,89
2019-11-05 13:53:41,89
2019-11-05 13:53:42,89
2019-11-05 13:53:43,89
2019-11-05 13:53:44,89
2019-11-05 13:53:45,89
2019-11-05 13:53:46,89
2019-11-05 13:53:47,89
2019-11-05 13:53:48,89
2019-11-05 13:53:49,89
2019-11-05 13:53:50,89
2019-11-05 13:53:51,89
2019-11-05 13:53:52,89
2019-11-05 13:53:53,89
2019-11-05 13:53:54,89
2019-11-05 13:53:55,89
2019-11-05 13:53:56,89
2019-11-05 13:53:57,89
2019-11-05 13:53:58,89
2019-11-05 13:53:59,89
2019-11-05 13:54:00,89
2019-11-05 13:54:01,89
2019-11-05 13:54:02,89
2019-11-05 13:54:03,89
2019-11-05 13:54:04,89
2019-11-05 13:54:05,89
2019-11-05 13:54:06,89
2019-11-05 13:54:07,89
2019-11-05 13:54:08,89
2019-11-05 13:54:09,89
2019-11-05 13:54:10,89
2019-11-05 13:54:11,89
2019-11-05 13:54:12,89
2019-11-05 13:54:13,89
2019-11-05 13:54:14,89
2019-11-05 13:54:15,89
2019-11-05 13:54:16,89
2019-11-05 13:54:17,89
2019-11-05 13:54:18,89
2019-11-05 13:54:19,89
2019-11-05 13:54:20,89
2019-11-05 13:54:21,89
2019-11-05 13:54:22,89
2019-11-05 13:54:23,89
2019-11-05 13:54:24,89
2019-11-05 13:54:25,89
2019-11-05 13:54:26,89
2019-11-05 13:54:27,89
2019-11-05 13:54:28,89
2019-11-05 13:54:29,89
2019-11-05 13:54:30,89
2019-11-05 13:54:31,89
2019-11-05 13:54:32,89
2019-11-05 13:54:33,89
2019-11-05 13:54:34,89
2019-11-05 13:54:35,89
2019-11-05 13:54:36,89
2019-11-05 13:54:37,89
2019-11-05 13:54:38,89
2019-11-05 13:54:39,89
2019-11-05 13:54:40,89
2019-11-05 13:54:41,89
2019-11-05 13:54:42,89
2019-11-05 13:54:43,89
2019-11-05 13:54:44,89
2019-11-05 13:54:45,89
2019-11-05 13:54:46,89
2019-11-05 13:54:47,89
2019-11-05 13:54:48,89
2019-11-05 13:54:49,89
2019-11-05 13:54:50,89
2019-11-05 13:54:51,89
2019-11-05 13:54:52,89
2019-11-05 13:54:53,89
2019-11-05 13:54:54,89
2019-11-05 13:54:55,89
2019-11-05 13:54:56,89
2019-11-05 13:54:57,89
2019-11-05 13:54:58,89
2019-11-05 13:54:59,89
2019-11-05 13:55:00,89
2019-11-05 13:55:01,89
2019-11-05 13:55:02,89
2019-11-05 13:55:03,89
2019-11-05 13:55:04,89
2019-11-05 13:55:05,89
2019-11-05 13:55:06,89
2019-11-05 13:55:07,89
2019-11-05 13:55:08,89
2019-11-05 13:55:09,89
2019-11-05 13:55:10,89
2019-11-05 13:55:11,89
2019-11-05 13:55:12,89
2019-11-05 13:55:13,89
2019-11-05 13:55:14,89
2019-11-05 13:55:15,89
2019-11-05 13:55:16,89
2019-11-05 13:55:17,89
2019-11-05 13:55:18,89
2019-11-05 13:55:19,89
2019-11-05 13:55:20,89
2019-11-05 13:55:21,89
2019-11-05 13:55:22,89
2019-11-05 13:55:23,89
2019-11-05 13:55:24,89
2019-11-05 13:55:25,89
2019-11-05 13:55:26,89
2019-11-05 13:55:27,89
2019-11-05 13:55:28,89
2019-11-05 13:55:29,89
2019-11-05 13:55:30,89
2019-11-05 13:55:31,89
2019-11-05 13:55:32,89
2019-11-05 13:55:33,89
2019-11-05 13:55:34,89
2019-11-05 13:55:35,89
2019-11-05 13:55:36,89
2019-11-05 13:55:37,89
2019-11-05 13:55:38,89
2019-11-05 13:55:39,89
2019-11-05 13:55:40,89
2019-11-05 13:55:41,89
2019-11-05 13:55:42,89
2019-11-05 13:55:43,89
2019-11-05 13:55:44,89
2019-11-05 13:55:45,89
2019-11-05 13:55:46,89
2019-11-05 13:55:47,89
2019-11-05 13:55:48,89
2019-11-05 13:55:49,89
2019-11-05 13:55:50,89
2019-11-05 13:55:51,89
2019-11-05 13:55:52,89
2019-11-05 13:55:53,89
2019-11-05 13:55:54,89
2019-11-05 13:55:55,89
2019-11-05 13:55:56,89
2019-11-05 13:55:57,89
2019-11-05 13:55:58,89
2019-11-05 13:55:59,89
2019-11-05 13:56:00,89
2019-11-05 13:56:01,89
2019-11-05 13:56:02,89
2019-11-05 13:56:03,89
2019-11-05 13:56:04,89
2019-11-05 13:56:05,89
2019-11-05 13:56:06,89
2019-11-05 13:56:07,89
2019-11-05 13:56:08,89
2019-11-05 13:56:09,89
2019-11-05 13:56:10,89
2019-11-05 13:56:11,89
2019-11-05 13:56:12,89
2019-11-05 13:56:13,89
2019-11-05 13:56:15,89
2019-11-05 13:56:16,89
2019-11-05 13:56:17,89
2019-11-05 13:56:18,89
2019-11-05 13:56:19,89
2019-11-05 13:56:20,89
2019-11-05 13:56:21,89
2019-11-05 13:56:22,89
2019-11-05 13:56:23,89
2019-11-05 13:56:24,89
2019-11-05 13:56:25,89
