Time,AI5,AI6
2019-11-05 13:56:41,215,89
2019-11-05 13:56:42,215,89
2019-11-05 13:56:43,215,89
2019-11-05 13:56:44,215,89
2019-11-05 13:56:45,215,89
2019-11-05 13:56:46,215,89
2019-11-05 13:56:47,215,89
2019-11-05 13:56:48,215,89
2019-11-05 13:56:49,215,89
2019-11-05 13:56:50,215,89
2019-11-05 13:56:51,215,89
2019-11-05 13:56:52,215,89
2019-11-05 13:56:54,215,89
2019-11-05 13:56:56,215,89
2019-11-05 13:57:00,215,89
2019-11-05 13:57:03,215,89
2019-11-05 13:57:04,215,89
2019-11-05 13:57:05,215,89
2019-11-05 13:57:10,215,89
2019-11-05 13:57:11,215,89
2019-11-05 13:57:12,215,89
2019-11-05 13:57:13,215,89
2019-11-05 13:57:17,215,89
2019-11-05 13:57:18,215,89
2019-11-05 13:57:19,215,89
2019-11-05 13:57:20,215,89
2019-11-05 13:57:21,215,89
2019-11-05 13:57:23,215,89
2019-11-05 13:57:24,215,89
2019-11-05 13:57:25,215,89
2019-11-05 13:57:35,215,89
2019-11-05 13:57:36,215,89
2019-11-05 13:57:37,215,89
2019-11-05 13:57:38,215,89
2019-11-05 13:57:39,215,89
2019-11-05 13:57:40,215,89
2019-11-05 13:57:41,215,89
2019-11-05 13:57:47,215,89
2019-11-05 13:57:48,215,89
2019-11-05 13:57:49,215,89
2019-11-05 13:57:50,215,89
2019-11-05 13:57:51,215,89
2019-11-05 13:57:52,215,89
2019-11-05 13:57:53,214,89
2019-11-05 13:57:54,214,89
2019-11-05 13:57:55,214,89
2019-11-05 13:57:56,214,89
2019-11-05 13:57:57,214,89
2019-11-05 13:57:58,214,89
2019-11-05 13:57:59,214,89
2019-11-05 13:58:00,214,89
2019-11-05 13:58:03,214,89
2019-11-05 13:58:07,214,89
2019-11-05 13:58:08,214,89
2019-11-05 13:58:09,214,89
2019-11-05 13:58:10,214,89
2019-11-05 13:58:11,214,89
2019-11-05 13:58:12,214,89
2019-11-05 13:58:13,214,89
2019-11-05 13:58:14,214,89
2019-11-05 13:58:15,214,89
2019-11-05 13:58:16,214,88
2019-11-05 13:58:17,214,89
2019-11-05 13:58:18,214,88
2019-11-05 13:58:19,214,89
2019-11-05 13:58:20,214,88
2019-11-05 13:58:21,214,88
2019-11-05 13:58:22,214,88
2019-11-05 13:58:23,214,88
2019-11-05 13:58:24,214,88
2019-11-05 13:58:44,214,88
2019-11-05 13:58:45,214,88
2019-11-05 13:58:46,214,88
2019-11-05 13:58:49,214,88
2019-11-05 13:58:50,214,88
2019-11-05 13:58:52,214,88
2019-11-05 13:58:53,214,88
2019-11-05 13:59:03,214,88
2019-11-05 13:59:04,214,88
2019-11-05 13:59:05,214,88
2019-11-05 13:59:06,214,88
2019-11-05 13:59:07,214,88
2019-11-05 13:59:08,214,88
2019-11-05 13:59:09,214,88
2019-11-05 13:59:11,214,88
2019-11-05 13:59:12,214,88
2019-11-05 13:59:13,214,88
2019-11-05 13:59:14,214,88
2019-11-05 13:59:16,214,88
2019-11-05 13:59:17,214,88
2019-11-05 13:59:18,214,88
2019-11-05 13:59:19,214,88
2019-11-05 13:59:20,214,88
2019-11-05 13:59:21,214,88
2019-11-05 13:59:22,214,88
2019-11-05 13:59:23,214,88
2019-11-05 13:59:24,214,88
2019-11-05 13:59:25,214,88
2019-11-05 13:59:26,214,88
2019-11-05 13:59:27,214,88
2019-11-05 13:59:28,214,88
2019-11-05 13:59:29,214,88
2019-11-05 13:59:30,214,88
2019-11-05 13:59:31,214,88
2019-11-05 13:59:32,214,88
2019-11-05 13:59:33,214,88
2019-11-05 13:59:34,214,88
2019-11-05 13:59:35,214,88
2019-11-05 13:59:36,214,88
2019-11-05 13:59:37,214,88
2019-11-05 13:59:38,214,88
2019-11-05 13:59:39,214,88
2019-11-05 13:59:40,214,88
2019-11-05 13:59:41,214,88
2019-11-05 13:59:42,214,88
2019-11-05 13:59:43,214,88
2019-11-05 13:59:44,214,88
2019-11-05 13:59:45,214,88
2019-11-05 13:59:46,214,88
2019-11-05 13:59:47,214,88
2019-11-05 13:59:48,214,88
2019-11-05 13:59:49,214,88
2019-11-05 13:59:50,214,88
2019-11-05 13:59:51,214,88
2019-11-05 13:59:52,214,88
2019-11-05 13:59:53,214,88
2019-11-05 13:59:54,214,88
2019-11-05 13:59:55,214,88
2019-11-05 13:59:56,214,88
2019-11-05 13:59:57,214,88
2019-11-05 13:59:58,214,88
2019-11-05 13:59:59,214,88
2019-11-05 14:00:00,214,88
2019-11-05 14:00:01,214,88
2019-11-05 14:00:02,214,88
2019-11-05 14:00:03,214,88
2019-11-05 14:00:04,214,88
2019-11-05 14:00:05,214,88
2019-11-05 14:00:06,214,88
2019-11-05 14:00:07,214,88
2019-11-05 14:00:08,214,88
2019-11-05 14:00:09,214,88
2019-11-05 14:00:10,214,88
2019-11-05 14:00:11,214,88
2019-11-05 14:00:12,214,88
2019-11-05 14:00:13,214,88
2019-11-05 14:00:14,214,88
2019-11-05 14:00:15,214,88
2019-11-05 14:00:16,214,88
2019-11-05 14:00:17,214,88
2019-11-05 14:00:18,214,88
2019-11-05 14:00:19,214,88
2019-11-05 14:00:20,214,88
2019-11-05 14:00:21,214,88
2019-11-05 14:00:22,214,88
2019-11-05 14:00:23,214,88
2019-11-05 14:00:24,214,88
2019-11-05 14:00:25,214,88
2019-11-05 14:00:26,214,88
2019-11-05 14:00:27,214,88
2019-11-05 14:00:28,214,88
2019-11-05 14:00:29,214,88
2019-11-05 14:00:30,213,88
2019-11-05 14:00:31,214,88
2019-11-05 14:00:32,213,88
2019-11-05 14:00:33,213,88
2019-11-05 14:00:34,213,88
2019-11-05 14:00:35,213,88
2019-11-05 14:00:36,213,88
2019-11-05 14:00:37,213,88
2019-11-05 14:00:38,213,88
2019-11-05 14:00:39,213,88
2019-11-05 14:00:40,213,88
2019-11-05 14:00:41,213,88
2019-11-05 14:00:42,213,88
2019-11-05 14:00:43,213,88
2019-11-05 14:00:44,213,88
2019-11-05 14:00:45,213,88
2019-11-05 14:00:46,213,88
2019-11-05 14:00:47,213,88
2019-11-05 14:00:48,213,88
2019-11-05 14:00:49,213,88
2019-11-05 14:00:50,213,88
2019-11-05 14:00:51,213,88
2019-11-05 14:00:52,213,88
2019-11-05 14:00:53,213,88
2019-11-05 14:00:54,213,88
2019-11-05 14:00:55,213,88
2019-11-05 14:00:56,213,88
2019-11-05 14:00:57,213,88
2019-11-05 14:00:58,213,88
2019-11-05 14:00:59,213,88
2019-11-05 14:01:00,213,88
2019-11-05 14:01:01,213,88
2019-11-05 14:01:02,213,88
2019-11-05 14:01:03,213,88
2019-11-05 14:01:04,213,88
2019-11-05 14:01:05,213,88
2019-11-05 14:01:06,213,88
2019-11-05 14:01:07,213,88
2019-11-05 14:01:08,213,88
2019-11-05 14:01:09,213,88
2019-11-05 14:01:10,213,88
2019-11-05 14:01:11,213,88
2019-11-05 14:01:12,213,88
2019-11-05 14:01:13,213,88
2019-11-05 14:01:14,213,88
2019-11-05 14:01:15,213,88
2019-11-05 14:01:16,213,88
2019-11-05 14:01:17,213,88
2019-11-05 14:01:18,213,88
2019-11-05 14:01:19,213,88
2019-11-05 14:01:20,213,88
2019-11-05 14:01:21,213,88
2019-11-05 14:01:22,213,88
2019-11-05 14:01:23,213,88
2019-11-05 14:01:24,213,88
2019-11-05 14:01:25,213,88
2019-11-05 14:01:26,213,88
2019-11-05 14:01:27,213,88
2019-11-05 14:01:28,213,88
2019-11-05 14:01:29,213,88
2019-11-05 14:01:30,213,88
2019-11-05 14:01:31,213,88
2019-11-05 14:01:32,213,88
2019-11-05 14:01:33,213,88
2019-11-05 14:01:34,213,88
2019-11-05 14:01:35,213,88
2019-11-05 14:01:36,213,88
2019-11-05 14:01:37,213,88
2019-11-05 14:01:38,213,88
2019-11-05 14:01:39,213,88
2019-11-05 14:01:40,213,88
2019-11-05 14:01:41,213,88
2019-11-05 14:01:42,213,88
2019-11-05 14:01:43,213,88
2019-11-05 14:01:44,213,88
2019-11-05 14:01:45,213,88
2019-11-05 14:01:46,213,88
2019-11-05 14:01:47,213,88
2019-11-05 14:01:48,213,88
2019-11-05 14:01:49,213,88
2019-11-05 14:01:50,213,88
2019-11-05 14:01:51,213,88
2019-11-05 14:01:52,213,88
2019-11-05 14:01:53,213,88
2019-11-05 14:01:54,213,88
2019-11-05 14:01:55,213,88
2019-11-05 14:01:56,213,88
2019-11-05 14:01:57,213,88
2019-11-05 14:01:58,213,88
2019-11-05 14:01:59,213,88
2019-11-05 14:02:00,213,88
2019-11-05 14:02:01,213,88
2019-11-05 14:02:02,213,88
2019-11-05 14:02:03,213,88
2019-11-05 14:02:04,213,88
2019-11-05 14:02:05,213,88
2019-11-05 14:02:06,213,88
2019-11-05 14:02:07,213,88
2019-11-05 14:02:08,213,88
2019-11-05 14:02:09,213,88
2019-11-05 14:02:10,213,88
2019-11-05 14:02:11,213,88
2019-11-05 14:02:12,213,88
2019-11-05 14:02:13,213,88
2019-11-05 14:02:14,213,88
2019-11-05 14:02:15,213,88
2019-11-05 14:02:16,213,88
2019-11-05 14:02:17,213,88
2019-11-05 14:02:18,213,88
2019-11-05 14:02:19,213,88
2019-11-05 14:02:20,213,88
2019-11-05 14:02:21,213,88
2019-11-05 14:02:22,213,88
2019-11-05 14:02:23,213,88
2019-11-05 14:02:24,213,88
2019-11-05 14:02:25,213,88
2019-11-05 14:02:26,213,88
2019-11-05 14:02:27,213,88
2019-11-05 14:02:28,213,88
2019-11-05 14:02:29,213,88
2019-11-05 14:02:30,213,88
2019-11-05 14:02:31,213,88
2019-11-05 14:02:32,213,88
2019-11-05 14:02:33,213,88
2019-11-05 14:02:34,213,88
2019-11-05 14:02:35,213,88
2019-11-05 14:02:36,213,88
2019-11-05 14:02:37,213,88
2019-11-05 14:02:38,213,88
2019-11-05 14:02:39,213,88
2019-11-05 14:02:40,213,88
2019-11-05 14:02:41,213,88
2019-11-05 14:02:42,213,88
2019-11-05 14:02:43,213,88
2019-11-05 14:02:44,213,88
2019-11-05 14:02:45,213,88
2019-11-05 14:02:46,213,88
2019-11-05 14:02:47,213,88
2019-11-05 14:02:48,213,88
2019-11-05 14:02:49,213,88
2019-11-05 14:02:50,213,88
2019-11-05 14:02:51,213,88
2019-11-05 14:02:52,213,88
2019-11-05 14:02:53,213,88
2019-11-05 14:02:54,213,88
2019-11-05 14:02:55,213,88
2019-11-05 14:02:56,213,88
2019-11-05 14:02:57,213,88
2019-11-05 14:02:58,213,88
2019-11-05 14:02:59,213,88
2019-11-05 14:03:00,213,88
2019-11-05 14:03:01,213,88
2019-11-05 14:03:02,213,88
2019-11-05 14:03:03,213,88
