Battery Voltage,Internal Temperature,External Temperature
0.2,-16.0,8.3
0.2,-16.0,8.3
0.2,-15.7,8.3
0.2,-15.7,8.3
0.2,-15.7,8.3
0.2,-15.7,8.3
0.2,-15.7,8.3
0.2,-15.7,8.3
0.2,-15.7,8.3
0.2,-15.7,8.3
