Battery Voltage,Internal Temperature,External Temperature
0.2,-30.2,-3.0
0.2,-30.2,-3.0
0.2,-30.2,-3.0
0.2,-30.2,-3.0
0.2,-30.2,-2.7
0.2,-30.2,-3.0
0.2,-30.2,-3.0
0.2,-30.2,-2.7
0.2,-30.2,-2.2
0.2,-30.2,-1.2
