Battery Voltage,Internal Temperature,External Temperature
0.2,-30.2,-0.5
0.1,-30.2,-0.2
0.2,-30.2,0.0
0.2,-30.2,0.0
0.2,-30.2,-0.2
0.2,-30.2,-0.2
0.2,-30.2,-0.5
0.2,-30.2,-0.5
0.2,-30.2,-0.7
0.2,-30.2,-0.7
