Battery Voltage,Internal Temperature,External Temperature
0.2,2.5,8.5
0.2,1.5,8.5
0.2,0.8,8.5
0.2,0.0,8.5
0.2,-0.7,8.5
0.2,-1.5,8.5
0.2,-2.2,8.5
0.2,-2.7,8.5
0.2,-3.2,8.8
0.2,-3.7,8.8
