Battery Voltage,Internal Temperature,External Temperature
0.2,-29.7,-1.5
0.2,-29.7,-1.5
0.2,-29.7,-1.5
0.2,-29.5,-1.5
0.2,-29.5,-1.5
0.2,-29.5,-1.5
0.2,-29.5,-1.5
0.2,-29.5,-1.5
0.2,-29.2,-1.5
0.2,-29.2,-1.5
